Key,Comment,en,en-GB,de,es,
NOTIFICATION_LABEL_DATA_CONNECTION_LOST_GENERIC,Notification: Generic message for when connection is lost.,Warning: No data connection present.,Warning: No data connection present.,Warning: No data connection present.,Warning: No data connection present.,
NOTIFICATION_LABEL_DATA_CONNECTION_LOST_UPLOADS,Notification: Specific message for when connection is lost and uploads pending.,Cloud is waiting for a Wi-Fi connection to begin backing up your content.,Cloud is waiting for a Wi-Fi connection to begin backing up your content.,Cloud is waiting for a Wi-Fi connection to begin backing up your content.,Cloud is waiting for a Wi-Fi connection to begin backing up your content.,
NOTIFICATION_UPGRADE_BUTTON_TEXT,Notification: Button text 'Upgrade',Upgrade,Upgrade,Upgrade,Upgrade,
NOTIFICATION_LABEL_STORAGE_USED_FORMAT,Notification: Label 'x of y used (z%)',%@ of %@ used (%d%%),%@ of %@ used (%d%%),%@ of %@ used (%d%%),%@ of %@ used (%d%%),
NOTIFICATION_LABEL_DOWNLOADING_FORMAT,Notification: Label 'Downloading %d of %d',Downloading %d of %d,Downloading %d of %d,Downloading %d of %d,Downloading %d of %d,
NOTIFICATION_LABEL_DOWNLOADING_FORMAT_IPAD,Notification: Label 'Downloading %d of %d (%d%)...',Downloading %d of %d (%d%%)...,Downloading %d of %d (%d%%)...,Downloading %d of %d (%d%%)...,Downloading %d of %d (%d%%)...,
NOTIFICATION_LABEL_UPLOADING_FORMAT,Notification: Label 'Backing up %d of %d',Backing up %d of %d,Backing up %d of %d,Backing up %d of %d,Backing up %d of %d,
NOTIFICATION_LABEL_UPLOADING_ERROR_FORMAT,Notification: Label 'Failed backup %d of %d',Failed backup %d of %d,Failed backup %d of %d,Failed backup %d of %d,Failed backup %d of %d,
NOTIFICATION_LABEL_STORAGE_USED_WARNING,Notification: Label 'AVAILABLE DATA IS ALMOST FULL',AVAILABLE DATA IS ALMOST FULL,AVAILABLE DATA IS ALMOST FULL,AVAILABLE DATA IS ALMOST FULL,AVAILABLE DATA IS ALMOST FULL,
NOTIFICATION_LABEL_STORAGE_USED_FULL_WARNING,Notification: Label 'AVAILABLE DATA IS FULL',AVAILABLE DATA IS FULL,AVAILABLE DATA IS FULL,AVAILABLE DATA IS FULL,AVAILABLE DATA IS FULL,
NOTIFICATION_LABEL_BACKUP_PAUSED_LOW_BATT,Notification: Label 'Backup paused low batt',Backup paused - Low Battery.,Backup paused - Low Battery.,Backup paused - Low Battery.,Backup paused - Low Battery.,
NOTIFICATION_LABEL_BACKUP_PAUSED,Notification: Label 'Backup paused',Backup paused.,Backup paused.,Backup paused.,Backup paused.,
NOTIFICATION_LABEL_BACKUP_PAUSED_RESUME,Notification: Label 'Backup paused - resume?',Backup paused. Tap here to continue.,Backup paused. Tap here to continue.,Backup paused. Tap here to continue.,Backup paused. Tap here to continue.,
NOTIFICATION_LABEL_SENDING_FORMAT,Notification: Contacts sync label 'Sending %d of %d',Sending %d of %d,Sending %d of %d,Sending %d of %d,Sending %d of %d,
NOTIFICATION_LABEL_RECEIVING_FORMAT,Notification: Contacts sync label 'Receiving %d of %d',Receiving %d of %d,Receiving %d of %d,Receiving %d of %d,Receiving %d of %d,
CTA_LABEL_PHOTO_NOT_BACKED_UP,Call To Action: Main title label,%d photo not backed up,%d photo not backed up,%d photo not backed up,%d photo not backed up,
CTA_LABEL_PHOTOS_NOT_BACKED_UP,Call To Action: Main title label,%d photos not backed up,%d photos not backed up,%d photos not backed up,%d photos not backed up,
CTA_LABEL_SCANNING_PHOTOS_LIBRARY,Call To Action: Scanning photos library label,Scanning photos library...,Scanning photos library...,Scanning photos library...,Scanning photos library...,
CTA_LABEL_AUTO_BACKUP_HINT_PHOTOS_AND_VIDEOS,Call To Action: Label explaining how to backup photos and videos,"To start backing up photos and videos, enable auto backup below.","To start backing up photos and videos, enable auto backup below.","To start backing up photos and videos, enable auto backup below.","To start backing up photos and videos, enable auto backup below.",
CTA_LABEL_AUTO_BACKUP_HINT_PHOTOS,Call To Action: Label explaining how to backup photos,"To start backing up photos, enable auto backup below.","To start backing up photos, enable auto backup below.","To start backing up photos, enable auto backup below.","To start backing up photos, enable auto backup below.",
CTA_LABEL_VIDEO_NOT_BACKED_UP,Call To Action: Main title label,%d video not backed up,%d video not backed up,%d video not backed up,%d video not backed up,
CTA_LABEL_VIDEOS_NOT_BACKED_UP,Call To Action: Main title label,%d videos not backed up,%d videos not backed up,%d videos not backed up,%d videos not backed up,
CTA_LABEL_SCANNING_VIDEOS_LIBRARY,Call To Action: Scanning videos library label,Scanning videos library...,Scanning videos library...,Scanning videos library...,Scanning videos library...,
CTA_LABEL_AUTO_BACKUP_HINT_VIDEOS,Call To Action: Label explaining how to backup videos,"To start backing up videos, enable auto backup below.","To start backing up videos, enable auto backup below.","To start backing up videos, enable auto backup below.","To start backing up videos, enable auto backup below.",
CTA_LABEL_ERROR_SCANNING_MEDIA_LIBRARY,Call To Action: Message displayed when there is a media library scan error,Error scanning libray... No access to library?,Error scanning libray... No access to library?,Error scanning libray... No access to library?,Error scanning libray... No access to library?,
CTA_LABEL_AUTO_BACKUP,Call To Action: Label 'auto backup',Auto Backup,Auto Backup,Auto Backup,Auto Backup,
CTA_LABEL_AUTO_BACKUP_PHOTOS,Call to action: Label 'auto backup photos',Auto Backup Photos,Auto Backup Photos,Auto Backup Photos,Auto Backup Photos,
CTA_LABEL_AUTO_BACKUP_VIDEOS,Call to action: Label 'auto backup videos',Auto Backup Videos,Auto Backup Videos,Auto Backup Videos,Auto Backup Videos,
CTA_LABEL_AUTO_BACKUP_CONTACTS,Call to action: Label 'enable backup contacts',Enable Contacts backup,Enable Contacts backup,Enable Contacts backup,Enable Contacts backup,
CTA_BUTTON_BACKUP_NOW,Call To Action: Button 'backup now',Backup now,Backup now,Backup now,Backup now,
CTA_LABEL_AUTO_BACKUP_HINT_CONTACTS,Call To Action: Label explaining how to backup contacts,"To start backing up contacts, enable auto backup below.","To start backing up contacts, enable auto backup below.","To start backing up contacts, enable auto backup below.","To start backing up contacts, enable auto backup below.",
CTA_LABEL_SCANNING_CONTACTS_LIBRARY,Call To Action: Scanning contacts library label,Scanning contacts...,Scanning contacts...,Scanning contacts...,Scanning contacts...,
CTA_LABEL_CONTACT_NOT_BACKED_UP,Call To Action: Main title label,%d contact not backed up,%d contact not backed up,%d contact not backed up,%d contact not backed up,
CTA_LABEL_CONTACTS_NOT_BACKED_UP,Call To Action: Main title label,%d contacts not backed up,%d contacts not backed up,%d contacts not backed up,%d contacts not backed up,
CTA_LABEL_CONTACT_BACKED_UP,Contact sync information: Main title label,%d contact backed up from this device,%d contact backed up from this device,%d contact backed up from this device,%d contact backed up from this device,
CTA_LABEL_CONTACTS_BACKED_UP,Contact sync information: Main title label,%d contacts backed up from this device,%d contacts backed up from this device,%d contacts backed up from this device,%d contacts backed up from this device,
CTA_LABEL_CONTACT_LAST_SYNC,Contact sync information: Text label,Last sync: %@,Last sync: %@,Last sync: %@,Last sync: %@,
CTA_LABEL_CONTACT_LAST_SYNC_DETAILS,Contact sync information: Last Sync Details label,%d Phone contact,%d Phone contact,%d Phone contact,%d Phone contact,
CTA_LABEL_CONTACTS_LAST_SYNC_DETAILS,Contact sync information: Last Sync Details label,%d Phone contacts,%d Phone contacts,%d Phone contacts,%d Phone contacts,
CTA_LABEL_CONTACT_NOT_SYNCED,Contact sync information: Text label,Not synced,Not synced,Not synced,Not synced,
CTA_LABEL_CONTACT_BAD_NETWORK,Call To Action: Text indicate backup cannot start due to incompatible network,Unauthorized network,Unauthorized network,Unauthorized network,Unauthorized network,
CTA_LABEL_CONTACT_OVER_QUOTA,Call To Action: Text indicate over quota,Server over quota,Server over quota,Server over quota,Server over quota,
ASSET_SCAN_BUTTON_DISMISS,Notification: Label of the dismiss button,Dismiss,Dismiss,Dismiss,Dismiss,
ASSET_SCAN_ALERT_MESSAGE_DISMISS_QUERY,Notification: Alert meessage when tapping the dismiss button of the cancel button,Are you sure you want to dismiss this notification?,Are you sure you want to dismiss this notification?,Are you sure you want to dismiss this notification?,Are you sure you want to dismiss this notification?,
ASSET_SCAN_LABEL_SCANNING_ASSETS,"Notification: Label, Scanning assets.",Scanning assets...,Scanning assets...,Scanning assets...,Scanning assets...,
VERSION_CHECK_MUST_UPGRADE_TITLE,Title of alert that informs the user that the app MUST be upgraded,Mandatory Upgrade,Mandatory Upgrade,Mandatory Upgrade,Mandatory Upgrade,
VERSION_CHECK_MUST_UPGRADE_MESSAGE,Message of alert that informs the user that the app MUST be upgraded,Tap Ok to go to the App Store,Tap Ok to go to the App Store,Tap Ok to go to the App Store,Tap Ok to go to the App Store,
VERSION_CHECK_MUST_UPGRADE_OK_BUTTON_TITLE,Title of alert button that takes the user to the App Store when the app MUST be upgraded,OK,OK,OK,OK,
VERSION_CHECK_SHOULD_UPGRADE_TITLE,Title of alert that informs the user that the app SHOULD be upgraded,New Version Available,New Version Available,New Version Available,New Version Available,
VERSION_CHECK_SHOULD_UPGRADE_MESSAGE,Message of alert that informs the user that the app SHOULD be upgraded,Tap Ok to go to the App Store,Tap Ok to go to the App Store,Tap Ok to go to the App Store,Tap Ok to go to the App Store,
VERSION_CHECK_SHOULD_UPGRADE_OK_BUTTON_TITLE,Title of alert button that takes the user to the App Store when the app SHOULD be upgraded,OK,OK,OK,OK,
VERSION_CHECK_SHOULD_UPGRADE_CANCEL_BUTTON_TITLE,Title of alert button that cancels an optional upgrade,Skip,Skip,Skip,Skip,
ALBUM_ALERT_MESSAGE_COULD_NOT_PLAY_VIDEO,"Album: Alert message, could not play video",Could not play video,Could not play video,Could not play video,Could not play video,
ALBUM_ALERT_MESSAGE_COULD_NOT_CREATE_PLAYLIST,Album: Could not create playlist,Could not create playlist,Could not create playlist,Could not create playlist,Could not create playlist,
ALBUM_ALERT_MESSAGE_COULD_NOT_CREATE_PHOTO_ALBUM,Album: Could not create photo album,Could not create album,Could not create album,Could not create album,Could not create album,
ALBUM_ALERT_MESSAGE_COULD_NOT_CREATE_PHOTO_ALBUM_NAME_EXISTS,Album: Could not create photo album as name exists,Album name already exists. Please choose a different name.,Album name already exists. Please choose a different name.,Album name already exists. Please choose a different name.,Album name already exists. Please choose a different name.,
ALBUM_SORT_BUTTON_DATE_LAST_MODIFIED,"Album: Sort button, Date last modified",Date Last Modified,Date Last Modified,Date Last Modified,Date Last Modified,
ALBUM_SORT_BUTTON_NAME,"Album: Sort button, name",Name,Name,Name,Name,
ALBUM_SORT_BUTTON_EXTENSION,"Album: Sort button, extensions",Extension,Extension,Extension,Extension,
SETTINGS_SCREEN_BACKUP_CELL_TITLE,Title of Backup cell on the settings screen,Backup Settings,Backup Settings,Backup Settings,Backup Settings,
SETTINGS_SCREEN_BACKUP_CELL_SUBTITLE_FORMAT,Subtitle format of Backup cell on the settings screen,Backup %@ over %@,Backup %@ over %@,Backup %@ over %@,Backup %@ over %@,
SETTINGS_SCREEN_WHEN_BACKUP_CELL_TITLE,Title of When to Back Up cell on the settings screen,When to Back Up,When to Back Up,When to Back Up,When to Back Up,
SETTINGS_FEATURE_TITLE,Settings screen: feature settings,Feature Settings,Feature Settings,Feature Settings,Feature Settings,
SETTINGS_SCREEN_EMAIL_CELL_TITLE,Title of Email cell on the settings screen,Email Address,Email Address,Email Address,Email Address,
SETTINGS_SCREEN_HELP_CELL_TITLE,Title of Help cell on the settings screen,Help,Help,Help,Help,
SETTINGS_SCREEN_ABOUT_CELL_TITLE,Title of About cell on the settings screen,About,About,About,About,
SETTINGS_SCREEN_STORAGE_LABEL,Title/format of storage label on the settings screen,%@ of %@ used (%d%%),%@ of %@ used (%d%%),%@ of %@ used (%d%%),%@ of %@ used (%d%%),
SETTINGS_SCREEN_STORAGE_HEADER_LABEL,Title/format of storage label header on the settings screen,Available Data,Available Data,Available Data,Available Data,
SETTINGS_SCREEN_UPGRADE_LABEL,Title of upgrade label on the settings screen,Upgrade,Upgrade,Upgrade,Upgrade,
SETTINGS_ABOUT_SCREEN_APP_VERSION_FORMAT,App-version label format on the About settings screen,App Version: %@,App Version: %@,App Version: %@,App Version: %@,
SETTINGS_ABOUT_SCREEN_COMPANY_AND_COPYRIGHT_YEAR,Company(s) and copyright year(s) label on the About settings screen,Synchronoss ©2013,Synchronoss ©2013,Synchronoss ©2013,Synchronoss ©2013,
SETTINGS_ABOUT_SCREEN_POWERED_BY_LABEL,Powered by label on the About settings screen,Powered by,Powered by,Powered by,Powered by,
SETTINGS_ABOUT_SCREEN_LEGAL_INFO_STRING,Legal info string on the About settings screen,Legal info,Legal info,Legal info,Legal info,
BACKUP_SETTINGS_CONTACTS_LABEL,Contacts label on the backup settings screen,Contacts,Contacts,Contacts,Contacts,
BACKUP_SETTINGS_PHOTOS_LABEL,Photos label on the backup settings screen,Photos,Photos,Photos,Photos,
BACKUP_SETTINGS_VIDEOS_LABEL,Videos label on the backup settings screen,Videos,Videos,Videos,Videos,
